"feedback_media_id","feedback_id","media_url"
72,23,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/dc72bb3e-6cd1-4b30-ae09-e8389b9fb17b.png
73,23,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/8c69493d-4d9b-4d70-87f6-45f67a260621.png
74,23,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/7c5a1cae-9ab8-466a-a4ec-54bdc6fc4df6.jpg
75,23,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/9f069029-b743-4e6a-b291-3e719eb17ac7.mp4
103,51,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/5936e469-b194-4567-9517-a5a4629d1f7c.png
104,51,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/d357a5ac-d700-4b99-aaca-fe994c4d48e4.png
105,51,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/bfb28627-4666-4437-a47f-01af94f96261.png
106,51,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/46d6538b-2a26-4865-9b5a-d1827e049d1f.mp4
121,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/59eff4de-ed85-4214-83f8-6bf1f1364144.png
122,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/bede7f27-4768-4b12-b2a9-439fac99f524.png
123,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/90897b3b-6712-4aba-a754-4ee26ea3d629.png
124,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/543745af-5b92-4027-abcc-44294d6b0ae8.png
125,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/7eff5813-08a9-43ff-984e-d55641cf303a.png
126,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/b6f9285f-5d19-49c8-960a-07c33b2d37d8.png
127,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/9255188b-f8dc-45f3-92a7-4359d09fa691.png
128,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/889f7870-f7cd-4444-8a45-fcf841bd790a.jpg
129,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/a4cb0aff-4b98-4075-9cce-5a0ec49e0afe.png
130,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/31fa8667-0b17-47db-a119-ff20f26b6de6.png
131,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/cae1619e-4cab-4e39-8ce1-9476599ca00b.jpg
132,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/62ff394a-08d0-4eba-8e54-82cccd37cd3b.png
133,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/a4e56184-4a69-4461-8c56-5f7cedfd0438.png
134,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/ef40edb9-2f58-4e3f-bf13-879fe39ef98c.png
135,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/468a3f89-5461-4a18-85b6-80e54d162759.png
136,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/3a60d538-544b-4560-ab95-a11c08d4c716.mp4
137,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/7deaf142-cd9f-4d41-9825-15237e40a882.mp4
138,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/ced1dbc1-19db-4ba3-94e4-7771f9958eb9.mp4
139,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/5891ec78-6e48-4d1c-acb2-8a524dcf0380.mp4
140,53,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/f6242233-2dd4-4b95-8040-394c60646b6f.mp4
145,56,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/eb2b2266-cdf2-4fdf-b5b0-a22247a673bc.mp4
146,56,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/209b03d2-aed5-4fbd-8f4e-0225354d432f.mp4
147,57,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/24d97693-8dfc-4cbc-a8be-cb7c3b99e011.png
148,57,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/a443becc-dcac-4548-9e0c-c5ef5b5cb3d4.png
149,57,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/b4a7e318-6181-457e-b76e-77a3999dfcc8.png
150,58,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/e6f81ed6-a5d1-4dee-ae52-0a91e93cb1c5.mp4
151,58,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/39d99478-bba1-4643-b1d7-10e4be2e398b.mp4
152,66,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/28ae313c-3c8a-453b-9bdb-4dea220022b5.jpg
153,66,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/fa2dc44b-bd75-4e06-8dc2-12ee65662e7d.jpg
166,68,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/1af07c1e-91ad-4dad-afc9-3e02c48c39bc.jpg
167,68,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/73e1c2df-4794-4156-821c-9dc66c39b3f7.jpg
168,68,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/baf9ab72-350c-45aa-be1e-e2d6b60d2609.jpg
169,68,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/341799f7-d6de-4747-b2f9-ae225ac5ac6a.jpg
170,68,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/0b39b50d-d9bc-4a04-80dd-cd667b16de05.jpg
171,68,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/37b51907-6a7e-4f71-9f0a-e3e738710d1f.jpg
172,68,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/cf153b59-d35e-4ae4-ba82-ec7f2c37f1d1.jpg
173,68,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/0738b2f7-68b3-4cc2-88a2-9af5de3c85b4.jpg
174,68,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/70b966f6-c020-4293-a19c-cc2163a76360.jpg
175,68,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/dbf3da7f-ac38-49bb-9c3c-2edf8578c8ad.jpg
176,68,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/09426fb5-49a7-48c3-a6be-8e0c64155550.mp4
177,68,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/f26a18b8-ca7c-47a7-b756-111e20102a83.mp4
178,69,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/e775d22c-4d26-4036-acea-87491bff9d1d.jpg
179,69,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/d5194ab4-7358-4ef0-be66-daaf0d17047e.jpg
180,69,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/b59cf18c-138f-4593-b84a-6f0ae47a9729.jpg
181,69,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/5e01ddfa-f14b-4a75-9118-20bb948fa84d.jpg
182,69,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/260e6e54-c8ae-4dcb-bcde-1ff9d8a181b8.mp4
183,70,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/f111e681-8bef-4cf5-b3ab-0b35e6846e38.jpg
184,70,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/d1b2634a-d945-408b-9e28-b33c546067a0.jpg
185,70,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/cf22ac03-4ee0-45a2-887b-7d4c9c05ee7d.jpg
186,70,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/71de8d07-155f-4268-9c6a-90e47d7189d2.mp4
187,71,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/0b2f2c9a-88f0-4ce4-94c1-f13ab4ccdde0.jpg
188,71,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/2d848b14-f7f9-4186-a5fa-a915f299ef44.jpg
189,71,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/51e00b90-e6d0-42e5-843d-091cb6672f62.jpg
190,71,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/aca543f6-c89c-4982-93ef-5830fab2eb28.jpg
191,71,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/08df695c-9681-4ecc-8d59-fdad6e9d009d.jpg
192,71,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/videos/9c29d3b1-cba7-467b-a43b-1312aae16269.mp4
193,72,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/52ec8f92-93a6-4e72-927f-2b90d568e0a9.jpg
194,72,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/cd04f28e-3e2f-4441-8777-b65e6137232a.jpg
195,72,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/7909345d-ca5a-4431-9744-b6f458fab083.jpg
196,72,https://go-ski.s3.ap-northeast-2.amazonaws.com/feedback/images/fb46c456-91b4-4e01-b774-368e42a6b55d.jpg
